iata	airport	city	country	prominent
YHA	Port Hope Simpson	Port Hope Simpson	Canada	false
YHB	Hudson Bay	Hudson Bay	Canada	false
YHC	Hakai Pass	Hakai Pass	Canada	false
YHD	Dryden Municipal	Dryden	Canada	false
YHE	Hope	Hope	Canada	false
YHF	Hearst	Hearst	Canada	false
YHG	Charlottetown	Charlottetown	Canada	false
YHH	Harbor SPB	Campbell River	Canada	false
YHI	Holman	Holman	Canada	false
YHK	Gjoa Haven	Gjoa Haven	Canada	false
YHM	John C. Munroe	Toronto	Canada	false
YHN	Hornepayne	Hornepayne	Canada	false
YHO	Hopedale	Hopedale	Canada	false
YHP	Poplar Hill	Poplar Hill	Canada	false
YHR	Chevery	Chevery	Canada	false
YHS	Sechelt	Sechelt	Canada	false
YHT	Haines Junction	Haines Junction	Canada	false
YHU	St Hubert	Montreal	Canada	false
YHY	Hay River	Hay River	Canada	false
YHZ	Halifax International	Halifax	Canada	false
YIA	New Yogyakarta International	Yogyakarta	Indonesia	true
YIB	Atikokan	Atikokan	Canada	false
YIE	Yiershi	Aershan	China	false
YIF	Pakuashipi	Pakuashipi	Canada	false
YIG	Big Bay Marina	Big Bay Marina	Canada	false
YIH	Yichang	Yichang	China	false
YIK	Ivujivik	Ivujivik	Canada	false
YIN	Yining	Yining	China	false
YIO	Pond Inlet	Pond Inlet	Canada	false
YIP	Willow Run	Detroit	United States	false
YIV	Island Lk/Garden Hill	Island Lake	Canada	false
YIW	Yiwu	Yiwu	China	false
YJB	Sants Railway Station	Barcelona	Spain	false
YJC	A Coruna Railway Station	La Coruna	Spain	false
YJD	Franca Railway Station	Barcelona	Spain	false
YJE	Alicante Railway Station	Alicante	Spain	false
YJF	Fort Liard	Fort Liard	Canada	false
YJG	Granada Railway Station	Granada	Spain	false
YJH	San Sebastian Railway Station	San Sebastian	Spain	false
YJI	Abando Railway Station	Bilbao	Spain	false
YJL	Santander Railway Station	Santander	Spain	false
YJM	Malaga Railway Station	Malaga	Spain	false
YJN	St Jean	St Jean	Canada	false
YJO	Johnny Mountain	Johnny Mountain	Canada	false
YJP	Jasper-hinton	Jasper-hinton	Canada	false
YJR	Vigo Railway Station	Vigo	Spain	false
YJS	Samjiyon	Samjiyon	North Korea	false
YJT	Stephenville	Stephenville	Canada	false
YJV	Valencia Railway Station	Manises	Spain	false
YJW	Jerez Railway Station	Jerez De La Frontera	Spain	false
YKA	Kamloops	Kamloops	Canada	false
YKC	Collins Bay	Collins Bay	Canada	false
YKD	Township Airport	Kincardine	Canada	false
YKE	Knee Lake	Knee Lake	Canada	false
YKF	Kitchener-Waterloo Regional	Kitchener-Waterloo	Canada	false
YKG	Kangirsuk	Kangirsuk	Canada	false
YKI	Kennosao Lake	Kennosao Lake	Canada	false
YKJ	Key Lake	Key Lake	Canada	false
YKK	Kitkatla	Kitkatla	Canada	false
YKL	Schefferville	Schefferville	Canada	false
YKM	Yakima Air Terminal	Yakima	United States	false
YKN	Chan Gurney	Yankton	United States	false
YKQ	Waskaganish	Waskaganish	Canada	false
YKS	Yakutsk	Yakutsk	Russia	true
YKT	Klemtu	Klemtu	Canada	false
YKU	Chisasibi	Chisasibi	Canada	false
YKX	Kirkland Lake	Kirkland Lake	Canada	false
YKY	Kindersley	Kindersley	Canada	false
YKZ	Buttonville Municipalcipal	Toronto	Canada	false
YLA	Langara	Langara	Canada	false
YLB	Lac Biche	Lac Biche	Canada	false
YLC	Kimmirut	Kimmirut	Canada	false
YLD	Chapleau	Chapleau	Canada	false
YLE	Wha Ti	Wha Ti	Canada	false
YLF	LaForges	LaForges	Canada	false
YLG	Yalgoo	Yalgoo	Australia	false
YLH	Lansdowne House	Lansdowne House	Canada	false
YLI	Ylivieska	Ylivieska	Finland	false
YLJ	Meadow Lake	Meadow Lake	Canada	false
YLK	Lake Simcoe Regional	Oro Station	Canada	false
YLL	Lloydminster	Lloydminster	Canada	false
YLN	Yilan	Yilan	China	false
YLO	Shilo	Shilo	Canada	false
YLP	Mingan	Mingan	Canada	false
YLQ	La Tuque	La Tuque	Canada	false
YLR	Leaf Rapids	Leaf Rapids	Canada	false
YLS	Lebel-Sur-Quevillon	Lebel-Sur-Quevillon	Canada	false
YLT	Alert	Alert	Canada	false
YLW	Kelowna Airport	Kelowna	Canada	false
YLX	Long Point	Long Point	Canada	false
YLY	Langley Regional	Langley	Canada	false
YMA	Mayo	Mayo	Canada	false
YMB	Merritt	Merritt	Canada	false
YMC	Maricourt Airstrip	Maricourt Airstrip	Canada	false
YME	Matane	Matane	Canada	false
YMF	Montagne Harbor	Montagne Harbor	Canada	false
YMG	Manitouwadge	Manitouwadge	Canada	false
YMH	Mary's Harbour	Mary's Harbour	Canada	false
YMI	Minaki	Minaki	Canada	false
YMJ	Moose Jaw / Air Vice Marshal C. M. Mcewen Airport	Moose Jaw	Canada	false
YMK	Mys-Kamenny	Mys-Kamenny	Russia	false
YML	Charlevoix	Murray Bay	Canada	false
YMM	Fort Mcmurray	Fort Mcmurray	Canada	false
YMN	Makkovik	Makkovik	Canada	false
YMO	Moosonee	Moosonee	Canada	false
YMP	Port McNeil	Port McNeil	Canada	false
YMR	Merry Island	Merry Island	Canada	false
YMS	Yurimaguas	Yurimaguas	Peru	false
YMT	Chibougamau	Chibougamau	Canada	false
YMU	Mansons Landing SPB	Mansons Landing	Canada	false
YMV	Mary River	Mary River	Canada	false
YMW	Maniwaki	Maniwaki	Canada	false
YMX	Mirabel	Montreal	Canada	false
YMY	Downtown Railway Station	Montreal	Canada	false
YNA	Natashquan	Natashquan	Canada	false
YNB	Yanbu al Bahr Airport	Yanbu	Saudi Arabia	true
YNC	Wemindji	Wemindji	Canada	false
YND	Executive Gatineau-Ottawa	Ottawa	Canada	false
YNE	Norway House	Norway House	Canada	false
YNF	Deer Lake/Stephenville	Corner Brook	Canada	false
YNG	Youngstown	Youngstown	United States	false
YNH	Hudson Hope	Hudson's Hope	Canada	false
YNI	Nitchequon	Nitchequon	Canada	false
YNJ	Yanji	Yanji	China	false
YNK	Nootka Sound	Nootka Sound	Canada	false
YNL	Points North Landing	Points North Landing	Canada	false
YNM	Matagami	Matagami	Canada	false
YNN	Yandi	Yandicoogina	Australia	false
YNO	North Spirit Lake	North Spirit Lake	Canada	false
YNP	Natuashish	Natuashish	Canada	false
YNR	Arnes	Arnes	Canada	false
YNS	Nemiscau	Nemiscau	Canada	false
YNT	Yantai	Yantai	China	false
YNX	Snap Lake	Snap Lake	Canada	false
YNY	Yangyang	Yangyang	South Korea	false
YNZ	Yancheng	Yancheng	China	false
YOA	Ekati	Ekati	Canada	false
YOC	Old Crow	Old Crow	Canada	false
YOD	Cold Lake	Cold Lake	Canada	false
YOE	Falher	Falher	Canada	false
YOG	Ogoki	Ogoki	Canada	false
YOH	Oxford House	Oxford House	Canada	false
YOI	Opinaca	Opinaca	Canada	false
YOJ	Footner Lake	High Level	Canada	false
YOK	Yokohama	Yokohama	Japan	false
YOL	Yola	Yola	Nigeria	false
YOO	Oshawa	Oshawa	Canada	false
YOP	Rainbow Lake	Rainbow Lake	Canada	false
YOS	Billy Bishop Regional	Owen Sound	Canada	false
YOT	Yotvata	Yotvata	Israel	false
YOW	Ottawa Macdonald-Cartier International	Ottawa	Canada	true
YOY	Valcartier	Valcartier	Canada	false
YPA	Glass Field	Prince Albert	Canada	false
YPB	Port Alberni	Port Alberni	Canada	false
YPC	Paulatuk	Paulatuk	Canada	false
YPD	Parry Sound	Parry Sound	Canada	false
YPE	Peace River	Peace River	Canada	false
YPF	Esquimalt	Esquimalt	Canada	false
YPG	Portage La Prairie	Portage La Prairie	Canada	false
YPH	Inukjuak	Inukjuak	Canada	false
YPJ	Aupaluk	Aupaluk	Canada	false
YPL	Pickle Lake	Pickle Lake	Canada	false
YPM	Pikangikum	Pikangikum	Canada	false
YPN	Port Menier	Port Menier	Canada	false
YPO	Peawanuck	Peawanuck	Canada	false
YPP	Pine Point	Pine Point	Canada	false
YPQ	Peterborough	Peterborough	Canada	false
YPR	Digby Island	Prince Rupert	Canada	false
YPS	Port Hawkesbury	Port Hawkesbury	Canada	false
YPT	Pender Harbor	Pender Harbor	Canada	false
YPW	Powell River	Powell River	Canada	false
YPX	Puvirnituq	Povungnituk	Canada	false
YPY	Fort Chipewyan	Fort Chipewyan	Canada	false
YPZ	Burns Lake	Burns Lake	Canada	false
YQA	Muskoka	Muskoka	Canada	false
YQB	Jean Lesage International	Québec City	Canada	false
YQC	Quaqtaq	Quaqtaq	Canada	false
YQD	Clearwater	The Pas	Canada	false
YQE	Kimberley	Kimberley	Canada	false
YQF	Red Deer	Red Deer	Canada	false
YQG	Windsor	Windsor	Canada	false
YQH	Watson Lake	Watson Lake	Canada	false
YQI	Yarmouth	Yarmouth	Canada	false
YQJ	April Point SPB	Quadra Island	Canada	false
YQK	Kenora	Kenora	Canada	false
YQL	Lethbridge	Lethbridge	Canada	false
YQM	Greater Moncton International Airport	Moncton	Canada	false
YQN	Nakina	Nakina	Canada	false
YQQ	Comox	Comox	Canada	false
YQR	Regina	Regina	Canada	false
YQS	Pembroke Area Municipalcipal	St Thomas	Canada	false
YQT	Thunder Bay	Thunder Bay	Canada	false
YQU	Grande Prairie	Grande Prairie	Canada	false
YQV	Yorkton	Yorkton	Canada	false
YQW	North Battleford	North Battleford	Canada	false
YQX	Gander International	Gander	Canada	false
YQY	Sydney	Sydney	Canada	false
YQZ	Quesnel	Quesnel	Canada	false
YRA	Rae Lakes	Rae Lakes	Canada	false
YRB	Resolute	Resolute	Canada	false
YRC	Refuge Cove SPB	Refuge Cove	Canada	false
YRD	Dean River	Dean River	Canada	false
YRE	Resolution Island	Resolution Island	Canada	false
YRF	Cartwright	Cartwright	Canada	false
YRG	Rigolet	Rigolet	Canada	false
YRI	Riviere Du Loup	Riviere Du Loup	Canada	false
YRJ	Roberval	Roberval	Canada	false
YRL	Red Lake	Red Lake	Canada	false
YRM	Rocky Mountain House	Rocky Mountain House	Canada	false
YRN	Rivers Inlet	Owekeno Village	Canada	false
YRO	Rockcliffe St	Ottawa	Canada	false
YRQ	Trois-Rivieres	Trois-Rivieres	Canada	false
YRR	Stuart Island	Stuart Island	Canada	false
YRS	Red Sucker Lake	Red Sucker Lake	Canada	false
YRT	Nuuk	Rankin Inlet	Canada	false
YRV	Revelstoke	Revelstoke	Canada	false
YSA	Sable Island	Sable Island	Canada	false
YSB	Sudbury	Sudbury	Canada	false
YSC	Sherbrooke	Sherbrooke	Canada	false
YSD	Suffield	Suffield	Canada	false
YSE	Squamish	Squamish	Canada	false
YSF	Stony Rapids	Stony Rapids	Canada	false
YSG	Lutselke	Lutselke	Canada	false
YSH	Smith Falls	Smith Falls	Canada	false
YSI	Sans Souci	Sans Souci	Canada	false
YSJ	Saint John	Saint John	Canada	false
YSK	Sanikiluaq	Sanikiluaq	Canada	false
YSL	St Leonard	St Leonard	Canada	false
YSM	Fort Smith	Fort Smith	Canada	false
YSN	Salmon Arm	Salmon Arm	Canada	false
YSO	Postville	Postville	Canada	false
YSP	Marathon	Marathon	Canada	false
YSQ	Spring Island	Spring Island	Canada	false
YSS	Slate Island	Slate Island	Canada	false
YST	Ste Therese Point	Ste Therese Point	Canada	false
YSU	Summerside	Summerside	Canada	false
YSX	Shearwater	Shearwater	Canada	false
YSY	Sachs Harbour	Sachs Harbour	Canada	false
YSZ	Squirrel Cove	Squirrel Cove	Canada	false
YTA	Pembroke And Area Airport	Pembroke	Canada	false
YTB	Hartley Bay	Hartley Bay	Canada	false
YTC	Sturdee	Sturdee	Canada	false
YTD	Thicket Portage	Thicket Portage	Canada	false
YTE	Cape Dorset	Cape Dorset	Canada	false
YTF	Alma	Alma	Canada	false
YTG	Sullivan Bay	Sullivan Bay	Canada	false
YTH	Thompson	Thompson	Canada	false
YTI	Triple Island	Triple Island	Canada	false
YTK	Tulugak	Tulugak	Canada	false
YTL	Big Trout	Big Trout	Canada	false
YTM	La Macaza	Mont Tremblant	Canada	false
YTN	Riviere Au Tonnerre	Riviere Au Tonnerre	Canada	false
YTP	Seaplane Base	Tofino	Canada	false
YTQ	Tasiujuaq	Tasiujuaq	Canada	false
YTR	Trenton	Trenton	Canada	false
YTS	Timmins	Timmins	Canada	false
YTT	Tisdale	Tisdale	Canada	false
YTX	Telegraph Creek	Telegraph Creek	Canada	false
YTY	Taizhou	Yangzhou	China	false
YTZ	Toronto City Centre Airport	Toronto	Canada	true
YUA	Yuanmou	Yuanmou	China	false
YUB	Tuktoyaktuk	Tuktoyaktuk	Canada	false
YUD	Umiujaq	Umiujaq	Canada	false
YUE	Yuendumu	Yuendumu	Australia	false
YUL	Pierre Elliott Trudeau International	Montreal	Canada	true
YUM	International	Yuma	United States	false
YUS	Batang	Yushu	China	false
YUT	Repulse Bay	Repulse Bay	Canada	false
YUX	Hall Beach	Hall Beach	Canada	false
YUY	Rouyn-Noranda	Rouyn-Noranda	Canada	false
YVA	Iconi	Moroni	Comoros	false
YVB	Bonaventure	Bonaventure	Canada	false
YVC	La Ronge	La Ronge	Canada	false
YVD	Yeva	Yeva	Papua New Guinea	false
YVE	Vernon Regional Airport	Vernon	Canada	false
YVG	Vermilion	Vermilion	Canada	false
YVH	Hjerkinn Railway Station	Hjerkinn	Norway	false
YVK	Koppang Railway Station	Koppang	Norway	false
YVM	Qikiqtarjuaq	Qikiqtarjuaq	Canada	false
YVN	Cape Dyer	Cape Dyer	Canada	false
YVO	Val d'Or Airport	Val-d'or	Canada	false
YVP	Kuujjuaq	Kuujjuaq	Canada	false
YVQ	Norman Wells	Norman Wells	Canada	false
YVR	Vancouver International	Vancouver	Canada	true
YVS	Ski Railway Station	Ski	Norway	false
YVT	Buffalo Narrows	Buffalo Narrows	Canada	false
YVV	Wiarton/Keppel Airport	Wiarton	Canada	false
YVZ	Deer Lake	Deer Lake	Canada	false
YWA	Petawawa	Petawawa	Canada	false
YWB	Kangiqsujuaq	Kangiqsujuaq	Canada	false
YWF	Downtown Waterfront Heliport	Halifax	Canada	false
YWG	J.A. Richardson International	Winnipeg	Canada	true
YWH	Victoria Inner Harbor	Victoria	Canada	false
YWJ	Deline	Deline	Canada	false
YWK	Wabush	Wabush	Canada	false
YWL	Williams Lake	Williams Lake	Canada	false
YWM	Williams Harbour	Williams Harbour	Canada	false
YWP	Webequie	Webequie	Canada	false
YWQ	Chute-Des-Passes	Chute-Des-Passes	Canada	false
YWR	White River	White River	Canada	false
YWS	Whistler	Whistler	Canada	false
YWY	Wrigley	Wrigley	Canada	false
YXC	Cranbrook	Cranbrook	Canada	false
YXE	John G. Diefenbaker International	Saskatoon	Canada	false
YXF	Snake River	Snake River	Canada	false
YXH	Medicine Hat	Medicine Hat	Canada	false
YXJ	Fort St John	Fort St John	Canada	false
YXK	Rimouski	Rimouski	Canada	false
YXL	Sioux Lookout	Sioux Lookout	Canada	false
YXN	Whale Cove	Whale Cove	Canada	false
YXP	Pangnirtung	Pangnirtung	Canada	false
YXQ	Beaver Creek	Beaver Creek	Canada	false
YXR	Earlton	Earlton	Canada	false
YXS	Prince George	Prince George	Canada	false
YXT	Terrace	Terrace	Canada	false
YXU	London International	London	Canada	false
YXX	Abbotsford	Abbotsford	Canada	false
YXY	Whitehorse International	Whitehorse	Canada	false
YXZ	Wawa Airport	Wawa	Canada	false
YYA	Big Bay Yacht Club	Big Bay Yacht Club	Canada	false
YYB	North Bay	North Bay	Canada	false
YYC	Calgary International Airport	Calgary	Canada	true
YYD	Smithers	Smithers	Canada	false
YYE	Fort Nelson	Fort Nelson	Canada	false
YYF	Penticton	Penticton	Canada	false
YYG	Charlottetown	Charlottetown	Canada	false
YYH	Taloyoak	Taloyoak	Canada	false
YYJ	Victoria International	Victoria	Canada	false
YYL	Lynn Lake	Lynn Lake	Canada	false
YYM	Cowley	Cowley	Canada	false
YYN	Swift Current	Swift Current	Canada	false
YYQ	Churchill Airport	Churchill	Canada	false
YYR	Goose Bay	Happy Valley-Goose Bay	Canada	false
YYT	St. John's International	St. John's	Canada	false
YYU	Kapuskasing	Kapuskasing	Canada	false
YYW	Armstrong	Armstrong	Canada	false
YYY	Mont Joli	Mont Joli	Canada	false
YYZ	Lester B. Pearson International	Toronto	Canada	true
YZA	Ashcroft	Ashcroft	Canada	false
YZC	Beatton River	Beatton River	Canada	false
YZE	Gore Bay	Gore Bay	Canada	false
YZF	Yellowknife	Yellowknife	Canada	false
YZG	Salluit	Salluit	Canada	false
YZH	Slave Lake	Slave Lake	Canada	false
YZM	Buchans	Buchans	Canada	false
YZP	Sandspit	Sandspit	Canada	false
YZR	Sarnia	Sarnia	Canada	false
YZS	Coral Harbour	Coral Harbour	Canada	false
YZT	Port Hardy	Port Hardy	Canada	false
YZU	Whitecourt	Whitecourt	Canada	false
YZV	Sept-Iles	Sept-Iles	Canada	false
YZW	Teslin	Teslin	Canada	false
YZX	Greenwood	Greenwood	Canada	false
YZY	Ganzhou	Zhangye	China	false
YZZ	Trail Regional Airport	Trail	Canada	false
ZAC	York Landing	York Landing	Canada	false
ZAD	Zadar	Zadar	Croatia	true
ZAF	Arles Railway Station	Arles	France	false
ZAG	Franjo Tudman	Zagreb	Croatia	true
ZAH	Zahedan	Zahedan	Iran	false
ZAJ	Zaranj	Zaranj	Afghanistan	false
ZAK	Chiusa/Klausen Bus Station	Chiusa/Klausen	Italy	false
ZAL	Pichoy	Valdivia	Chile	false
ZAM	Zamboanga International	Zamboanga	Philippines	false
ZAO	Laberandie	Cahors	France	false
ZAP	Appenzell Railway Station	Appenzell	Switzerland	false
ZAQ	Nuremberg Hbf Railway Station	Nürnberg	Germany	false
ZAR	Zaria	Zaria	Nigeria	false
ZAS	Shunde Ferry	Shunde	China	false
ZAT	Zhaotong	Zhaotong	China	true
ZAU	Sachsen Railway	Aue	Germany	false
ZAW	Nykobing Mors Bus Station	Nykobing Mors	Denmark	false
ZAX	Pan Yu Ferry	Pan Yu	China	false
ZAY	De Keyserlei Bus Station	Antwerp	Belgium	false
ZAZ	Zaragoza	Zaragoza	Spain	false
ZBA	Basel Bad Railway Station	Mulhouse	Switzerland	false
ZBB	Esbjerg Railway Station	Esbjerg	Denmark	false
ZBC	Colmore Row Bus Station	Birmingham	United Kingdom	false
ZBD	Jiang Men Ferry	Jiang Men	China	false
ZBE	Dolni Benesov	Zabreh	Czech Republic	false
ZBF	Bathurst	Bathurst	Canada	false
ZBH	Severac-le-Chateau Railway Station	Severac-le-Chateau	France	false
ZBJ	Fredericia Railway Station	Fredericia	Denmark	false
ZBK	Zabljak	Zabljak	Montenegro	false
ZBL	Biloela	Biloela	Australia	false
ZBM	Bromont	Bromont	Canada	false
ZBN	Bolzano/Bozen Bus Station	Bolzano	Italy	false
ZBO	Bowen	Bowen	Australia	false
ZBP	Baltimore Railway	Baltimore	United States	false
ZBQ	Odense Railway Station	Odense	Denmark	false
ZBR	Chah- Bahar	Chah-bahar	Iran	false
ZBS	Mesa Bus Station	Mesa	United States	false
ZBT	Kolding Railway Station	Kolding	Denmark	false
ZBU	Aarhus Limo	Aarhus	Denmark	false
ZBV	Beaver Creek Bus Station	Vail	United States	false
ZBY	Sayaboury	Sayaboury	Laos	false
ZBZ	Xin Hui Ferry	Xin Hui	China	false
ZCA	Tai Shan	Tai Shan	China	false
ZCB	Aschaffenburg Hbf Railway Station	Aschaffenburg	Germany	false
ZCC	Baden-Baden Railway Station	Karlsruhe	Germany	false
ZCL	La Calera	Zacatecas	Mexico	false
ZCO	La Araucania International	Temuco	Chile	true
ZCP	Foshan Ferry	Fuoshan	China	false
ZDA	Aarau Railway Station	Aarau	Switzerland	false
ZDB	Adelboden Bus Station	Adelboden	Switzerland	false
ZDC	Aigle Railway Station	Aigle	Switzerland	false
ZDD	Arbon Railway Station	Arbon	Switzerland	false
ZDE	Arosa Railway Station	Arosa	Switzerland	false
ZDG	Baden Railway Station	Baden	Switzerland	false
ZDH	Basel SBB station	Mulhouse	Switzerland	false
ZDI	Bellinzona Railway Station	Bellinzona	Switzerland	false
ZDJ	Bern Railway Station	Berne	Switzerland	false
ZDK	Biel/Bienne Railway Station	Biel/Bienne	Switzerland	false
ZDL	Brig Railway Station	Brig	Switzerland	false
ZDN	Brno Bus Station	Brno	Czech Republic	false
ZDO	Buchs SG Railway Station	Buchs SG	Switzerland	false
ZDP	Burgdorf Railway Station	Burgdorf	Switzerland	false
ZDQ	Champery Railway Station	Champery	Switzerland	false
ZDR	Chateau-d'Oex Railway Station	Chateau-d'Oex	Switzerland	false
ZDS	Chiasso Railway Station	Chiasso	Switzerland	false
ZDT	Chur Railway Station	Chur	Switzerland	false
ZDU	ScotRailway	Dundee	United Kingdom	false
ZDV	Davos Dorf Railway Station	Davos	Switzerland	false
ZDW	Delemont Railway Station	Delemont	Switzerland	false
ZDX	Dietikon Railway Station	Dietikon	Switzerland	false
ZDZ	Einsiedeln Railway Station	Einsiedeln	Switzerland	false
ZEC	Secunda	Secunda	South Africa	false
ZEE	Fulda Railway Station	Fulda	Germany	false
ZEF	Nanhai Ferry	Nanhai	China	false
ZEG	Senggo	Senggo	Indonesia	false
ZEI	Garmisch-Partenkirchen Railway Station	Garmisch-Partenkirchen	Germany	false
ZEJ	Gelsenkirchen Hbf Railway Station	Gelsenkirchen	Germany	false
ZEL	Bella Bella	Bella Bella	Canada	false
ZEM	East Main	East Main	Canada	false
ZEN	Zenag	Zenag	Papua New Guinea	false
ZEP	Victoria Railway	London	United Kingdom	false
ZEQ	Dewsbury Bus Station	Dewsbury	United Kingdom	false
ZER	Zero	Zero	India	false
ZEU	Goettingen Railway Station	Goettingen	Germany	false
ZEX	Guetersloh Hbf Railway Station	Guetersloh	Germany	false
ZEY	Hagen Hbf Railway Station	Hagen	Germany	false
ZFA	Faro	Faro	Canada	false
ZFB	Old Fort Bay	Old Fort Bay	Canada	false
ZFC	Bradford Bus Station	Leeds	United Kingdom	false
ZFD	Fond Du Lac	Fond Du Lac	Canada	false
ZFG	Sheffield Bus Station	Doncaster	United Kingdom	false
ZFH	Milton Keynes Bus Station	Milton Keynes	United Kingdom	false
ZFI	Chesterfield Bus Station	Chesterfield	United Kingdom	false
ZFJ	Rennes	Rennes	France	false
ZFK	Guderup Bus Station	Guderup	Denmark	false
ZFL	South Trout Lake	South Trout Lake	Canada	false
ZFM	Fort Mcpherson	Fort Mcpherson	Canada	false
ZFN	Tulita	Tulita	Canada	false
ZFQ	Gare de Bordeaux	Bordeaux	France	false
ZFR	Frankfurt/Oder Railway	Frankfurt (Oder)	Germany	false
ZFT	Fort Lauderdale Railway Station	Fort Lauderdale	United States	false
ZFU	Aruja	Aruja	Brazil	false
ZFV	Philadelphia Railway Station	Philadelphia	United States	false
ZFW	Fairview	Fairview	Canada	false
ZFX	Szczecin Bus Station	Szczecin	Poland	false
ZFY	Katowice Bus Station	Katowice	Poland	false
ZFZ	Buffalo Depew Rr	Buffalo	United States	false
ZGA	Gera Railway	Gera	Germany	false
ZGB	Nottingham Bus Station	Nottingham	United Kingdom	false
ZGD	New London Railway	New London	United States	false
ZGE	Goerlitz Railway	Goerlitz	Germany	false
ZGF	Grand Forks	Grand Forks	Canada	false
ZGH	Copenhagen H Rail Station	Copenhagen	Denmark	false
ZGI	Gods River	Gods River	Canada	false
ZGJ	Brugge Railway Station	Ostend	Belgium	false
ZGL	South Galway	South Galway	Australia	false
ZGM	Ngoma	Ngoma	Zambia	false
ZGN	Zhongshan Ferry Port	Zhongshan	China	false
ZGO	Gotha Railway	Gotha	Germany	false
ZGR	Little Grand Rapids	Little Grand Rapids	Canada	false
